,sentence,sent_length,end_of_par,final_punct,final_word
2512,"I suggest you all smarten yourselves up as much as you can while you are waiting.""
",83,1,"""","waiting.""
"
2513,"Her eyes lingered for a moment on Neville's cloak, which was fastened under his left ear, and on Ron's smudged nose.",116,0,.,nose.
2514,"Harry nervously tried to flatten his hair.
",43,1,.,"hair.
"
2515,"""I shall return when we are ready for you,"" said Professor McGonagall.",70,0,.,McGonagall.
2516,"""Please wait quietly.""
",23,1,"""","quietly.""
"
2517,She left the chamber.,21,0,.,chamber.
2518,"Harry swallowed.
",17,1,.,"swallowed.
"
2519,"""How exactly do they sort us into Houses?""",42,0,"""","Houses?"""
2520,"he asked Ron.
",14,1,.,"Ron.
"
2521,"""Some sort of test, I think.",28,0,.,think.
2522,"Fred said it hurts a lot, but Ithink he was joking.""
",53,1,"""","joking.""
"
2523,Harry's heart gave a horrible jolt.,35,0,.,jolt.
2524,A test?,7,0,?,test?
2525,In front of the whole school?,29,0,?,school?
2526,But he didn't know any magic yet -what on earth would he have to do?,68,0,?,do?
2527,He hadn't expected something like this the moment they arrived.,63,0,.,arrived.
2528,"He looked around anxiously and saw that everyone else looked terrified, too.",76,0,.,too.
2529,"No one was talking much except Hermione Granger, who was whispering very fast about all the spells she'd learned and wondering which one she'd need.",148,0,.,need.
2530,Harry tried hard not to listen to her.,38,0,.,her.
2531,"He'd never been more nervous, never, not even when he'd had to take a school report home to the Dursleys saying that he'd somehow turned his teachers wig blue.",159,0,.,blue.
2532,He kept his eyes fixed on the door.,35,0,.,door.
2533,"Any second now, Professor McGonagall would come back and lead him to his doom.
",79,1,.,"doom.
"
2534,"Then something happened that made him jump about afoot in the air - several people behind him screamed.
",104,1,.,"screamed.
"
2535,"""What the - ?""
",15,1,"""","?""
"
2536,He gasped.,10,0,.,gasped.
2537,So did the people around him.,29,0,.,him.
2538,About twenty ghosts had just streamed through the back wall.,60,0,.,wall.
2539,"Pearly-white and slightly transparent, they glided across the room talking to one another and hardly glancing at the first years.",129,0,.,years.
2540,They seemed to be arguing.,26,0,.,arguing.
2541,"What looked like a fat little monk was saying: ""Forgive and forget, I say, we ought to give him a second chance - ""
",116,1,"""","""
"
2542,"""My dear Friar, haven't we given Peeves all the chances he deserves?",68,0,?,deserves?
2543,"He gives us all a bad name and you know, he's not really even a ghost - I say, what are you all doing here?""
",109,1,"""","here?""
"
2544,"A ghost wearing a ruff and tights had suddenly noticed the first years.
",72,1,.,"years.
"
2545,"Nobody answered.
",17,1,.,"answered.
"
2546,"""New students!""",15,0,"""","students!"""
2547,"said the Fat Friar, smiling around at them.",43,0,.,them.
2548,"""About to be Sorted, I suppose?""
",33,1,"""","suppose?""
"
2549,"A few people nodded mutely.
",28,1,.,"mutely.
"
2550,"""Hope to see you in Hufflepuff!""",32,0,"""","Hufflepuff!"""
2551,said the Friar.,15,0,.,Friar.
2552,"""My old House, you know.""
",26,1,"""","know.""
"
2553,"""Move along now,"" said a sharp voice.",37,0,.,voice.
2554,"""The Sorting Ceremony's about to start.""
",41,1,"""","start.""
"
2555,Professor McGonagall had returned.,34,0,.,returned.
2556,"One by one, the ghosts floated away through the opposite wall.
",63,1,.,"wall.
"
2557,"""Now, form a line,"" Professor McGonagall told the first years, ""and follow me.""
",80,1,"""","me.""
"
2558,"Feeling oddly as though his legs had turned to lead, Harry got into line behind a boy with sandy hair, with Ron behind him, and they walked out of the chamber, back across the hall, and through a pair of double doors into the Great Hall.
",238,1,.,"Hall.
"
2559,Harry had never even imagined such a strange and splendid place.,64,0,.,place.
2560,"It was lit by thousands and thousands of candles that were floating in midair over four long tables, where the rest of the students were sitting.",145,0,.,sitting.
2561,These tables were laid with glittering golden plates and goblets.,65,0,.,goblets.
2562,At the top of the hall was another long table where the teachers were sitting.,78,0,.,sitting.
2563,"Professor McGonagall led the first years up here, so that they came to a halt in a line facing the other students, with the teachers behind them.",145,0,.,them.
2564,The hundreds of faces staring at them looked like pale lanterns in the flickering candlelight.,94,0,.,candlelight.
2565,"Dotted here and there among the students, the ghosts shone misty silver.",72,0,.,silver.
2566,"Mainly to avoid all the staring eyes, Harry looked upward and saw a velvety black ceiling dotted with stars.",108,0,.,stars.
2567,"He heard Hermione whisper, ""It's bewitched to look like the sky outside.",72,0,.,outside.
2568,"I read about it in Hogwarts, A History.""
",41,1,"""","History.""
"
2569,"It was hard to believe there was a ceiling there at all, and that the Great Hall didn't simply open on to the heavens.
",119,1,.,"heavens.
"
2570,Harry quickly looked down again as Professor McGonagall silently placed a four-legged stool in front of the first years.,120,0,.,years.
2571,On top of the stool she put a pointed wizard's hat.,51,0,.,hat.
2572,This hat was patched and frayed and extremely dirty.,52,0,.,dirty.
2573,"Aunt Petunia wouldn't have let it in the house.
",48,1,.,"house.
"
2574,"Maybe they had to try and get a rabbit out of it, Harry thought wildly, that seemed the sort of thing - noticing that everyone in the hall was now staring at the hat, he stared at it, too.",188,0,.,too.
2575,"For a few seconds, there was complete silence.",46,0,.,silence.
2576,Then the hat twitched.,22,0,.,twitched.
2577,"A rip near the brim opened wide like a mouth - and the hat began to sing:
",74,1,:,"sing:
"
2578,"""Oh, you may not think I'm pretty,
",35,1,",","pretty,
"
2579,"But don't judge on what you see,
",33,1,",","see,
"
2580,"I'll eat myself if you can find
",32,1,d,"find
"
2581,"A smarter hat than me.
",23,1,.,"me.
"
2582,"You can keep your bowlers black,
",33,1,",","black,
"
2583,"Your top hats sleek and tall,
",30,1,",","tall,
"
2584,"For I'm the Hogwarts Sorting Hat And I can cap them all.
",57,1,.,"all.
"
2585,"There's nothing hidden in your head The Sorting Hat can't see,
",63,1,",","see,
"
2586,"So try me on and I will tell you Where you ought to be.
",56,1,.,"be.
"
2587,"You might belong in Gryffindor,
",32,1,",","Gryffindor,
"
2588,"Where dwell the brave at heart,
",32,1,",","heart,
"
2589,"Their daring, nerve, and chivalry Set Gryffindors apart;
",57,1,;,"apart;
"
2590,"You might belong in Hufflepuff,
",32,1,",","Hufflepuff,
"
2591,"Where they are just and loyal,
",31,1,",","loyal,
"
2592,"Those patient Hufflepuffs are true And unafraid of toil;
",57,1,;,"toil;
"
2593,"Or yet in wise old Ravenclaw,
",30,1,",","Ravenclaw,
"
2594,"If you've a ready mind,
",24,1,",","mind,
"
2595,"Where those of wit and learning,
",33,1,",","learning,
"
2596,"Will always find their kind;
",29,1,;,"kind;
"
2597,"Or perhaps in Slytherin
",24,1,n,"Slytherin
"
2598,"You'll make your real friends,
",31,1,",","friends,
"
2599,"Those cunning folk use any means To achieve their ends.
",56,1,.,"ends.
"
2600,So put me on!,13,0,!,on!
2601,"Don't be afraid
",16,1,d,"afraid
"
2602,"And don't get in a flap
",24,1,p,"flap
"
2603,"You're in safe hands (though I have none)
",42,1,),"none)
"
2604,"For I'm a Thinking Cap""
",24,1,"""","Cap""
"
2605,The whole hall burst into applause as the hat finished its song.,64,0,.,song.
2606,"It bowed to each of the four tables and then became quite still again.
",71,1,.,"again.
"
2607,"""So we've just got to try on the hat!""",38,0,"""","hat!"""
2608,Ron whispered to Harry.,23,0,.,Harry.
2609,"""I'll kill Fred, he was going on about wrestling atroll.""
",58,1,"""","atroll.""
"
2610,Harry smiled weakly.,20,0,.,weakly.
2611,"Yes, trying on the hat was a lot better than having to do a spell, but he did wish they could have tried it on without everyone watching.",137,0,.,watching.
2612,The hat seemed to be asking rather a lot; Harry didn't feel brave or quick-witted or any of it at the moment.,109,0,.,moment.
2613,"If only the hat had mentioned a House for people who felt a bit queasy, that would have been the one for him.
",110,1,.,"him.
"
2614,"Professor McGonagall now stepped forward holding a long roll of parchment.
",75,1,.,"parchment.
"
2615,"""When I call your name, you will put on the hat and sit on the stool to be sorted,"" she said.",93,0,.,said.
2616,"""Abbott, Hannah!""
",18,1,"""","Hannah!""
"
2617,"A pink-faced girl with blonde pigtails stumbled out of line, put on the hat, which fell right down over her eyes, and sat down.",127,0,.,down.
2618,"A moment's pause -
",19,1,-,"-
"
2619,"""HUFFLEPUFF!""",13,0,"""","""HUFFLEPUFF!"""
2620,"shouted the hat.
",17,1,.,"hat.
"
2621,"The table on the right cheered and clapped as Hannah went to sit down at the Hufflepuff table.
",95,1,.,"table.
"
2622,"Harry saw the ghost of the Fat Friar waving merrily at her.
",60,1,.,"her.
"
2623,"""Bones, Susan!""
",16,1,"""","Susan!""
"
2624,"""HUFFLEPUFF!""",13,0,"""","""HUFFLEPUFF!"""
2625,"shouted the hat again, and Susan scuttled off to sit next to Hannah.
",69,1,.,"Hannah.
"
2626,"""Boot, Terry!""
",15,1,"""","Terry!""
"
2627,"""RAVENCLAW!""
",13,1,"""","""RAVENCLAW!""
"
2628,"The table second from the left clapped this time; several Ravenclaws stood up to shake hands with Terry as he joined them.
",123,1,.,"them.
"
2629,"""Brocklehurst, Mandy"" went to Ravenclaw too, but ""Brown, Lavender"" became the first new Gryffindor, and the table on the far left exploded with cheers; Harry could see Ron's twin brothers catcalling.
",200,1,.,"catcalling.
"
2630,"""Bulstrode, Millicent"" then became a Slytherin.",47,0,.,Slytherin.
2631,"Perhaps it was Harry's imagination, after all he'd heard about Slytherin, but he thought they looked like an unpleasant lot.
",125,1,.,"lot.
"
2632,He was starting to feel definitely sick now.,44,0,.,now.
2633,He remembered being picked for teams during gym at his old school.,66,0,.,school.
2634,"He had always been last to be chosen, not because he was no good, but because no one wanted Dudley to think they liked him.
",124,1,.,"him.
"
2635,"""Finch-Fletchley, Justin!""
",27,1,"""","Justin!""
"
2636,"""HUFFLEPUFF!""
",14,1,"""","""HUFFLEPUFF!""
"
2637,"Sometimes, Harry noticed, the hat shouted out the House at once, but at others it took a little while to decide.",112,0,.,decide.
2638,"""Finnigan, Seamus,"" the sandy-haired boy next to Harry in the line, sat on the stool for almost a whole minute before the hat declared him a Gryffindor.
",153,1,.,"Gryffindor.
"
2639,"""Granger, Hermione!""
",21,1,"""","Hermione!""
"
2640,"Hermione almost ran to the stool and jammed the hat eagerly on her head.
",73,1,.,"head.
"
2641,"""GRYFFINDOR!""",13,0,"""","""GRYFFINDOR!"""
2642,shouted the hat.,16,0,.,hat.
2643,"Ron groaned.
",13,1,.,"groaned.
"
2644,"A horrible thought struck Harry, as horrible thoughts always do when you're very nervous.",89,0,.,nervous.
2645,What if he wasn't chosen at all?,32,0,?,all?
2646,"What if he just sat there with the hat over his eyes for ages, until Professor McGonagall jerked it off his head and said there had obviously been a mistake and he'd better get back on the train?
",196,1,?,"train?
"
2647,"When Neville Longbottom, the boy who kept losing his toad, was called, he fell over on his way to the stool.",108,0,.,stool.
2648,The hat took a long time to decide with Neville.,48,0,.,Neville.
2649,"When it finally shouted, ""GRYFFINDOR,"" Neville ran off still wearing it, and had to jog back amid gales of laughter to give it to ""MacDougal, Morag.""
",150,1,"""","Morag.""
"
2650,"Malfoy swaggered forward when his name was called and got his wish at once: the hat had barely touched his head when it screamed, ""SLYTHERIN!""
",143,1,"""","""SLYTHERIN!""
"
2651,"Malfoy went to join his friends Crabbe and Goyle, looking pleased with himself.
",80,1,.,"himself.
"
2652,"There weren't many people left now.
",36,1,.,"now.
"
2653,"""Moon"" , ""Nott"" ... , ""Parkinson"" ... , then a pair of twin girls, ""Path"" and ""Path"" ... , then ""Perks, Sally- Anne"" .",118,0,.,.
2654,.,1,0,.,.
2655,.,1,0,.,.
2656,", and then, at last -
",22,1,-,"-
"
2657,"""Potter, Harry!""
",17,1,"""","Harry!""
"
2658,"As Harry stepped forward, whispers suddenly broke out like little hissing fires all over the hall.
",99,1,.,"hall.
"
2659,""" Potter , did she say?""
",25,1,"""","say?""
"
2660,""" The Harry Potter?""
",21,1,"""","Potter?""
"
2661,The last thing Harry saw before the hat dropped over his eyes was the hall full of people craning to get a good look at him.,124,0,.,him.
2662,Next second he was looking at the black inside of the hat.,58,0,.,hat.
2663,"He waited.
",11,1,.,"waited.
"
2664,"""Hmm,"" said a small voice in his ear.",37,0,.,ear.
2665,"""Difficult.",11,0,.,"""Difficult."
2666,Very difficult.,15,0,.,difficult.
2667,"Plenty of courage, I see.",25,0,.,see.
2668,Not a bad mind either.,22,0,.,either.
2669,"There's talent, oh my goodness, yes - and a nice thirst to prove yourself, now that's interesting.",98,0,.,interesting.
2670,...,3,0,.,...
2671,"So where shall I put you?""
",27,1,"""","you?""
"
2672,"Harry gripped the edges of the stool and thought, Not Slytherin, not Slytherin.
",80,1,.,"Slytherin.
"
2673,"""Not Slytherin, eh?""",20,0,"""","eh?"""
2674,said the small voice.,21,0,.,voice.
2675,"""Are you sure?",14,0,?,sure?
2676,"You could be great, you know, it's all here in your head, and Slytherin will help you on the way to greatness, no doubt about that - no?",136,0,?,no?
2677,"Well, if you're sure - better be GRYFFINDOR!""
",46,1,"""","GRYFFINDOR!""
"
2678,Harry heard the hat shout the last word to the whole hall.,58,0,.,hall.
2679,He took off the hat and walked shakily toward the Gryffindor table.,67,0,.,table.
2680,"He was so relieved to have been chosen and not put in Slytherin, he hardly noticed that he was getting the loudest cheer yet.",125,0,.,yet.
2681,"Percy the Prefect got up and shook his hand vigorously, while the Weasley twins yelled, ""We got Potter!",103,0,!,Potter!
2682,"We got Potter!""",15,0,"""","Potter!"""
2683,Harry sat down opposite the ghost in the ruff he'd seen earlier.,64,0,.,earlier.
